Test_Date	County	Total_Number_of_Tests_Performed		
11/30/2020	Monroe	6342		
11/30/2020	Montgomery	463		
11/30/2020	Nassau	11166		
11/30/2020	New York	14565		
11/30/2020	New York City	62382		
11/30/2020	Niagara	1478		
11/30/2020	North Country	1838		
11/30/2020	Oneida	1618		
11/30/2020	Onondaga	4022		
11/30/2020	Ontario	517		
11/30/2020	Orange	3054		
11/30/2020	Orleans	137		
11/30/2020	Oswego	580		
11/30/2020	Otsego	349		
11/30/2020	Putnam	836		
11/30/2020	Queens	16265		
11/30/2020	Rensselaer	1025		
11/30/2020	Richmond	5232		
11/30/2020	Rockland	3483		
11/30/2020	STATEWIDE	146675		
11/30/2020	Saratoga	1589		
11/30/2020	Schenectady	909		
11/30/2020	Schoharie	141		
11/30/2020	Schuyler	47		
11/30/2020	Seneca	168		
11/30/2020	Southern Tier	3601		
11/30/2020	St. Lawrence	396		
11/30/2020	Steuben	559		
11/30/2020	Suffolk	11688		
11/30/2020	Sullivan	337		
11/30/2020	Tioga	213		
11/30/2020	Tompkins	478		
11/30/2020	Ulster	1074		
11/30/2020	Warren	519		
11/30/2020	Washington	396		
11/30/2020	Wayne	487		
11/30/2020	Westchester	9934		
11/30/2020	Western New York	9276		
11/30/2020	Wyoming	239		
11/30/2020	Yates	61		
11/29/2020	Albany	2187		
11/29/2020	Allegany	328		
11/29/2020	Bronx	9560		
11/29/2020	Broome	1080		
11/29/2020	Capital Region	6431		
11/29/2020	Cattaraugus	315		
11/29/2020	Cayuga	499		
11/29/2020	Central New York	4834		
11/29/2020	Chautauqua	520		
11/29/2020	Chemung	297		
11/29/2020	Chenango	276		
11/29/2020	Clinton	282		
11/29/2020	Columbia	273		
11/29/2020	Cortland	426		
11/29/2020	Delaware	297		
11/29/2020	Dutchess	2563		
11/29/2020	Erie	6152		
11/29/2020	Essex	158		
11/29/2020	Finger Lakes	9759		
11/29/2020	Franklin	114		
11/29/2020	Fulton	503		
11/29/2020	Genesee	369		
11/29/2020	Greene	359		
11/29/2020	Hamilton	18		
11/29/2020	Herkimer	398		
11/29/2020	Jefferson	517		
11/29/2020	Kings	18455		
11/29/2020	Lewis	164		
11/29/2020	Livingston	457		
11/29/2020	Long Island	26434		
11/29/2020	Madison	259		
11/29/2020	Mid-Hudson	19779		
11/29/2020	Mohawk Valley	3549		
11/29/2020	Monroe	6761		
11/29/2020	Montgomery	458		
11/29/2020	Nassau	12689		
11/29/2020	New York	13274		
11/29/2020	New York City	63194		
11/29/2020	Niagara	1507		
11/29/2020	North Country	1851		
11/29/2020	Oneida	1745		
11/29/2020	Onondaga	2672		
11/29/2020	Ontario	705		
11/29/2020	Orange	2081		
11/29/2020	Orleans	175		
11/29/2020	Oswego	978		
11/29/2020	Otsego	332		
11/29/2020	Putnam	819		
11/29/2020	Queens	17118		
11/29/2020	Rensselaer	868		
11/29/2020	Richmond	4787		
11/29/2020	Rockland	2747		
11/29/2020	STATEWIDE	148974		
11/29/2020	Saratoga	1452		
11/29/2020	Schenectady	771		
11/29/2020	Schoharie	113		
11/29/2020	Schuyler	56		
11/29/2020	Seneca	135		
11/29/2020	Southern Tier	4321		
11/29/2020	St. Lawrence	598		
11/29/2020	Steuben	381		
11/29/2020	Suffolk	13745		
11/29/2020	Sullivan	307		
11/29/2020	Tioga	252		
11/29/2020	Tompkins	1682		
11/29/2020	Ulster	1287		
11/29/2020	Warren	332		
11/29/2020	Washington	189		
11/29/2020	Wayne	701		
11/29/2020	Westchester	9975		
11/29/2020	Western New York	8822		
11/29/2020	Wyoming	242		
11/29/2020	Yates	214		
11/28/2020	Albany	2465		
11/28/2020	Allegany	397		
11/28/2020	Bronx	9829		
11/28/2020	Broome	2116		
11/28/2020	Capital Region	7714		
11/28/2020	Cattaraugus	581		
11/28/2020	Cayuga	444		
11/28/2020	Central New York	5313		
11/28/2020	Chautauqua	516		
11/28/2020	Chemung	917		
11/28/2020	Chenango	314		
11/28/2020	Clinton	459		
11/28/2020	Columbia	414		
11/28/2020	Cortland	338		
11/28/2020	Delaware	353		
11/28/2020	Dutchess	2021		
11/28/2020	Erie	6627		
11/28/2020	Essex	255		
11/28/2020	Finger Lakes	8738		
11/28/2020	Franklin	479		
11/28/2020	Fulton	286		
11/28/2020	Genesee	367		
11/28/2020	Greene	128		
11/28/2020	Hamilton	53		
11/28/2020	Herkimer	450		
11/28/2020	Jefferson	847		
11/28/2020	Kings	17394		
11/28/2020	Lewis	268		
11/28/2020	Livingston	369		
11/28/2020	Long Island	26430		
11/28/2020	Madison	496		
11/28/2020	Mid-Hudson	19361		
11/28/2020	Mohawk Valley	3569		
11/28/2020	Monroe	5727		
11/28/2020	Montgomery	288		
11/28/2020	Nassau	14082		
11/28/2020	New York	15602		
11/28/2020	New York City	67429		
11/28/2020	Niagara	1177		
11/28/2020	North Country	3445		
11/28/2020	Oneida	2217		
11/28/2020	Onondaga	3150		
11/28/2020	Ontario	618		
11/28/2020	Orange	2652		
11/28/2020	Orleans	387		
11/28/2020	Oswego	885		
11/28/2020	Otsego	257		
11/28/2020	Putnam	802		
11/28/2020	Queens	18133		
11/28/2020	Rensselaer	1094		
11/28/2020	Richmond	6471		
11/28/2020	Rockland	2651		
11/28/2020	STATEWIDE	157320		
11/28/2020	Saratoga	1514		
11/28/2020	Schenectady	1351		
11/28/2020	Schoharie	71		
11/28/2020	Schuyler	94		
11/28/2020	Seneca	301		
11/28/2020	Southern Tier	6023		
11/28/2020	St. Lawrence	1084		
11/28/2020	Steuben	447		
11/28/2020	Suffolk	12348		
11/28/2020	Sullivan	442		
11/28/2020	Tioga	491		
11/28/2020	Tompkins	1291		
11/28/2020	Ulster	918		
11/28/2020	Warren	498		
11/28/2020	Washington	250		
11/28/2020	Wayne	541		
11/28/2020	Westchester	9875		
11/28/2020	Western New York	9298		
11/28/2020	Wyoming	270		
11/28/2020	Yates	158		
11/27/2020	Albany	1911		
11/27/2020	Allegany	150		
11/27/2020	Bronx	9203		
11/27/2020	Broome	1053		
11/27/2020	Capital Region	5070		
11/27/2020	Cattaraugus	401		
11/27/2020	Cayuga	279		
11/27/2020	Central New York	4475		
11/27/2020	Chautauqua	197		
11/27/2020	Chemung	491		
11/27/2020	Chenango	212		
11/27/2020	Clinton	270		
11/27/2020	Columbia	407		
11/27/2020	Cortland	279		
11/27/2020	Delaware	204		
11/27/2020	Dutchess	2173		
11/27/2020	Erie	6580		
11/27/2020	Essex	236		
11/27/2020	Finger Lakes	7208		
11/27/2020	Franklin	88		
11/27/2020	Fulton	125		
11/27/2020	Genesee	548		
11/27/2020	Greene	266		
11/27/2020	Hamilton	24		
11/27/2020	Herkimer	359		
11/27/2020	Jefferson	310		
11/27/2020	Kings	20412		
11/27/2020	Lewis	136		
11/27/2020	Livingston	225		
11/27/2020	Long Island	28985		
11/27/2020	Madison	363		
11/27/2020	Mid-Hudson	19881		
11/27/2020	Mohawk Valley	2694		
11/27/2020	Monroe	4539		
11/27/2020	Montgomery	213		
11/27/2020	Nassau	14896		
11/27/2020	New York	17701		
11/27/2020	New York City	70332		
11/27/2020	Niagara	1303		
11/27/2020	North Country	1563		
11/27/2020	Oneida	1605		
11/27/2020	Onondaga	2618		
11/27/2020	Ontario	619		
11/27/2020	Orange	1988		
11/27/2020	Orleans	175		
11/27/2020	Oswego	936		
11/27/2020	Otsego	319		
11/27/2020	Putnam	761		
11/27/2020	Queens	17863		
11/27/2020	Rensselaer	535		
11/27/2020	Richmond	5153		
11/27/2020	Rockland	2794		
11/27/2020	STATEWIDE	152355		
11/27/2020	Saratoga	1034		
11/27/2020	Schenectady	474		
11/27/2020	Schoharie	73		
11/27/2020	Schuyler	249		
11/27/2020	Seneca	240		
11/27/2020	Southern Tier	3516		
11/27/2020	St. Lawrence	499		
11/27/2020	Steuben	488		
11/27/2020	Suffolk	14089		
11/27/2020	Sullivan	326		
11/27/2020	Tioga	266		
11/27/2020	Tompkins	553		
11/27/2020	Ulster	1049		
11/27/2020	Warren	276		
11/27/2020	Washington	167		
11/27/2020	Wayne	532		
11/27/2020	Westchester	10790		
11/27/2020	Western New York	8631		
11/27/2020	Wyoming	184		
11/27/2020	Yates	146		
11/26/2020	Albany	2300		
11/26/2020	Allegany	456		
11/26/2020	Bronx	10035		
11/26/2020	Broome	1606		
11/26/2020	Capital Region	8981		
11/26/2020	Cattaraugus	686		
11/26/2020	Cayuga	771		
11/26/2020	Central New York	8066		
11/26/2020	Chautauqua	977		
11/26/2020	Chemung	1265		
11/26/2020	Chenango	406		
11/26/2020	Clinton	364		
11/26/2020	Columbia	492		
11/26/2020	Cortland	285		
11/26/2020	Delaware	173		
11/26/2020	Dutchess	2517		
11/26/2020	Erie	10322		
11/26/2020	Essex	257		
11/26/2020	Finger Lakes	12127		
11/26/2020	Franklin	174		
11/26/2020	Fulton	219		
11/26/2020	Genesee	428		
11/26/2020	Greene	178		
11/26/2020	Hamilton	116		
11/26/2020	Herkimer	422		
11/26/2020	Jefferson	543		
11/26/2020	Kings	27307		
11/26/2020	Lewis	148		
11/26/2020	Livingston	751		
11/26/2020	Long Island	36418		
11/26/2020	Madison	437		
11/26/2020	Mid-Hudson	25430		
11/26/2020	Mohawk Valley	5009		
11/26/2020	Monroe	8448		
11/26/2020	Montgomery	227		
11/26/2020	Nassau	17980		
11/26/2020	New York	28017		
11/26/2020	New York City	91975		
11/26/2020	Niagara	1867		
11/26/2020	North Country	2540		
11/26/2020	Oneida	3831		
11/26/2020	Onondaga	5748		
11/26/2020	Ontario	962		
11/26/2020	Orange	2576		
11/26/2020	Orleans	225		
11/26/2020	Oswego	825		
11/26/2020	Otsego	246		
11/26/2020	Putnam	946		
11/26/2020	Queens	20783		
11/26/2020	Rensselaer	1530		
11/26/2020	Richmond	5833		
11/26/2020	Rockland	3778		
11/26/2020	STATEWIDE	219442		
11/26/2020	Saratoga	1671		
11/26/2020	Schenectady	1990		
11/26/2020	Schoharie	64		
11/26/2020	Schuyler	174		
11/26/2020	Seneca	190		
11/26/2020	Southern Tier	14588		
11/26/2020	St. Lawrence	938		
11/26/2020	Steuben	1220		
11/26/2020	Suffolk	18438		
11/26/2020	Sullivan	518		
11/26/2020	Tioga	409		
11/26/2020	Tompkins	9335		
11/26/2020	Ulster	2492		
11/26/2020	Warren	363		
11/26/2020	Washington	457		
11/26/2020	Wayne	777		
11/26/2020	Westchester	12603		
11/26/2020	Western New York	14308		
11/26/2020	Wyoming	272		
11/26/2020	Yates	74		
11/25/2020	Albany	2909		
11/25/2020	Allegany	389		
11/25/2020	Bronx	11708		
11/25/2020	Broome	2889		
11/25/2020	Capital Region	8697		
11/25/2020	Cattaraugus	746		
11/25/2020	Cayuga	515		
11/25/2020	Central New York	8393		
11/25/2020	Chautauqua	833		
11/25/2020	Chemung	1488		
11/25/2020	Chenango	273		
11/25/2020	Clinton	457		
11/25/2020	Columbia	372		
11/25/2020	Cortland	377		
11/25/2020	Delaware	240		
11/25/2020	Dutchess	2393		
11/25/2020	Erie	8746		
11/25/2020	Essex	243		
11/25/2020	Finger Lakes	9473		
11/25/2020	Franklin	345		
11/25/2020	Fulton	350		
11/25/2020	Genesee	397		
11/25/2020	Greene	155		
11/25/2020	Hamilton	80		
11/25/2020	Herkimer	440		
11/25/2020	Jefferson	639		
11/25/2020	Kings	25758		
11/25/2020	Lewis	330		
11/25/2020	Livingston	522		
11/25/2020	Long Island	37248		
11/25/2020	Madison	495		
11/25/2020	Mid-Hudson	24201		
11/25/2020	Mohawk Valley	4837		
11/25/2020	Monroe	6396		
11/25/2020	Montgomery	430		
11/25/2020	Nassau	18620		
11/25/2020	New York	30490		
11/25/2020	New York City	95449		
11/25/2020	Niagara	1564		
11/25/2020	North Country	3684		
11/25/2020	Oneida	3199		
11/25/2020	Onondaga	5999		
11/25/2020	Ontario	800		
11/25/2020	Orange	2899		
11/25/2020	Orleans	243		
11/25/2020	Oswego	1007		
11/25/2020	Otsego	328		
11/25/2020	Putnam	932		
11/25/2020	Queens	20404		
11/25/2020	Rensselaer	1236		
11/25/2020	Richmond	7089		
11/25/2020	Rockland	3874		
11/25/2020	STATEWIDE	217721		
11/25/2020	Saratoga	1272		
11/25/2020	Schenectady	1908		
11/25/2020	Schoharie	90		
11/25/2020	Schuyler	192		
11/25/2020	Seneca	116		
11/25/2020	Southern Tier	13461		
11/25/2020	St. Lawrence	1590		
11/25/2020	Steuben	1365		
11/25/2020	Suffolk	18628		
11/25/2020	Sullivan	339		
11/25/2020	Tioga	432		
11/25/2020	Tompkins	6582		
11/25/2020	Ulster	1759		
11/25/2020	Warren	483		
11/25/2020	Washington	362		
11/25/2020	Wayne	589		
11/25/2020	Westchester	12005		
11/25/2020	Western New York	12278		
11/25/2020	Wyoming	314		
11/25/2020	Yates	96		
11/24/2020	Albany	2282		
11/24/2020	Allegany	422		
11/24/2020	Bronx	8787		
11/24/2020	Broome	2168		
11/24/2020	Capital Region	9787		
11/24/2020	Cattaraugus	577		
11/24/2020	Cayuga	415		
11/24/2020	Central New York	9993		
11/24/2020	Chautauqua	1313		
11/24/2020	Chemung	679		
11/24/2020	Chenango	353		
11/24/2020	Clinton	333		
11/24/2020	Columbia	476		
11/24/2020	Cortland	550		
11/24/2020	Delaware	297		
11/24/2020	Dutchess	1726		
11/24/2020	Erie	9644		
11/24/2020	Essex	325		
11/24/2020	Finger Lakes	9016		
11/24/2020	Franklin	163		
11/24/2020	Fulton	288		
11/24/2020	Genesee	531		
11/24/2020	Greene	288		
11/24/2020	Hamilton	66		
11/24/2020	Herkimer	727		
11/24/2020	Jefferson	309		
11/24/2020	Kings	19803		
11/24/2020	Lewis	146		
11/24/2020	Livingston	571		
11/24/2020	Long Island	25828		
11/24/2020	Madison	458		
11/24/2020	Mid-Hudson	17196		
11/24/2020	Mohawk Valley	3865		
11/24/2020	Monroe	5932		
11/24/2020	Montgomery	339		
11/24/2020	Nassau	13033		
11/24/2020	New York	19753		
11/24/2020	New York City	71042		
11/24/2020	Niagara	1631		
11/24/2020	North Country	1843		
11/24/2020	Oneida	1857		
11/24/2020	Onondaga	7826		
11/24/2020	Ontario	682		
11/24/2020	Orange	2909		
11/24/2020	Orleans	178		
11/24/2020	Oswego	744		
11/24/2020	Otsego	373		
11/24/2020	Putnam	550		
11/24/2020	Queens	16927		
11/24/2020	Rensselaer	3921		
11/24/2020	Richmond	5772		
11/24/2020	Rockland	2812		
11/24/2020	STATEWIDE	173085		
11/24/2020	Saratoga	1317		
11/24/2020	Schenectady	823		
11/24/2020	Schoharie	281		
11/24/2020	Schuyler	207		
11/24/2020	Seneca	144		
11/24/2020	Southern Tier	10928		
11/24/2020	St. Lawrence	501		
11/24/2020	Steuben	1020		
11/24/2020	Suffolk	12795		
11/24/2020	Sullivan	413		
11/24/2020	Tioga	291		
11/24/2020	Tompkins	5913		
11/24/2020	Ulster	955		
11/24/2020	Warren	468		
11/24/2020	Washington	212		
11/24/2020	Wayne	483		
11/24/2020	Westchester	7831		
11/24/2020	Western New York	13587		
11/24/2020	Wyoming	402		
11/24/2020	Yates	93		
11/23/2020	Albany	2269		
11/23/2020	Allegany	290		
11/23/2020	Bronx	8453		
11/23/2020	Broome	1614		
11/23/2020	Capital Region	7045		
11/23/2020	Cattaraugus	303		
11/23/2020	Cayuga	850		
11/23/2020	Central New York	5497		
11/23/2020	Chautauqua	433		
11/23/2020	Chemung	639		
11/23/2020	Chenango	205		
11/23/2020	Clinton	380		
11/23/2020	Columbia	344		
11/23/2020	Cortland	269		
11/23/2020	Delaware	218		
11/23/2020	Dutchess	2414		
11/23/2020	Erie	5013		
11/23/2020	Essex	207		
11/23/2020	Finger Lakes	10566		
11/23/2020	Franklin	336		
11/23/2020	Fulton	236		
11/23/2020	Genesee	661		
11/23/2020	Greene	337		
11/23/2020	Hamilton	26		
11/23/2020	Herkimer	264		
11/23/2020	Jefferson	400		
11/23/2020	Kings	18642		
11/23/2020	Lewis	96		
11/23/2020	Livingston	649		
11/23/2020	Long Island	25570		
11/23/2020	Madison	468		
11/23/2020	Mid-Hudson	19406		
11/23/2020	Mohawk Valley	2805		
11/23/2020	Monroe	6746		
11/23/2020	Montgomery	390		
11/23/2020	Nassau	12900		
11/23/2020	New York	18411		
11/23/2020	New York City	68379		
11/23/2020	Niagara	698		
11/23/2020	North Country	1796		
11/23/2020	Oneida	1455		
11/23/2020	Onondaga	3069		
11/23/2020	Ontario	769		
11/23/2020	Orange	2270		
11/23/2020	Orleans	258		
11/23/2020	Oswego	841		
11/23/2020	Otsego	371		
11/23/2020	Putnam	905		
11/23/2020	Queens	16910		
11/23/2020	Rensselaer	754		
11/23/2020	Richmond	5963		
11/23/2020	Rockland	3071		
11/23/2020	STATEWIDE	164761		
11/23/2020	Saratoga	1375		
11/23/2020	Schenectady	1124		
11/23/2020	Schoharie	89		
11/23/2020	Schuyler	75		
11/23/2020	Seneca	290		
11/23/2020	Southern Tier	16960		
11/23/2020	St. Lawrence	351		
11/23/2020	Steuben	718		
11/23/2020	Suffolk	12670		
11/23/2020	Sullivan	350		
11/23/2020	Tioga	618		
11/23/2020	Tompkins	12873		
11/23/2020	Ulster	1178		
11/23/2020	Warren	495		
11/23/2020	Washington	347		
11/23/2020	Wayne	650		
11/23/2020	Westchester	9218		
11/23/2020	Western New York	6737		
11/23/2020	Wyoming	433		
11/23/2020	Yates	110		
11/22/2020	Albany	1827		
11/22/2020	Allegany	274		
11/22/2020	Bronx	9809		
11/22/2020	Broome	1555		
11/22/2020	Capital Region	9920		
11/22/2020	Cattaraugus	423		
11/22/2020	Cayuga	1032		
11/22/2020	Central New York	10084		
11/22/2020	Chautauqua	400		
11/22/2020	Chemung	1215		
11/22/2020	Chenango	360		
11/22/2020	Clinton	566		
11/22/2020	Columbia	379		
11/22/2020	Cortland	386		
11/22/2020	Delaware	384		
11/22/2020	Dutchess	2778		
11/22/2020	Erie	8160		
11/22/2020	Essex	416		
11/22/2020	Finger Lakes	16528		
11/22/2020	Franklin	362		
11/22/2020	Fulton	581		
11/22/2020	Genesee	584		
11/22/2020	Greene	387		
11/22/2020	Hamilton	24		
11/22/2020	Herkimer	439		
11/22/2020	Jefferson	467		
11/22/2020	Kings	18796		
11/22/2020	Lewis	272		
11/22/2020	Livingston	1471		
11/22/2020	Long Island	27182		
11/22/2020	Madison	842		
11/22/2020	Mid-Hudson	21566		
11/22/2020	Mohawk Valley	8205		
11/22/2020	Monroe	9922		
11/22/2020	Montgomery	829		
11/22/2020	Nassau	13559		
11/22/2020	New York	21630		
11/22/2020	New York City	70230		
11/22/2020	Niagara	1615		
11/22/2020	North Country	3222		
11/22/2020	Oneida	5470		
11/22/2020	Onondaga	5492		
11/22/2020	Ontario	1719		
11/22/2020	Orange	2956		
11/22/2020	Orleans	385		
11/22/2020	Oswego	2332		
11/22/2020	Otsego	686		
11/22/2020	Putnam	1647		
11/22/2020	Queens	15986		
11/22/2020	Rensselaer	2095		
11/22/2020	Richmond	4009		
11/22/2020	Rockland	3197		
11/22/2020	STATEWIDE	191489		
11/22/2020	Saratoga	2399		
11/22/2020	Schenectady	2009		
11/22/2020	Schoharie	200		
11/22/2020	Schuyler	271		
11/22/2020	Seneca	437		
11/22/2020	Southern Tier	13680		
11/22/2020	St. Lawrence	1115		
11/22/2020	Steuben	1807		
11/22/2020	Suffolk	13623		
11/22/2020	Sullivan	452		
11/22/2020	Tioga	467		
11/22/2020	Tompkins	7621		
11/22/2020	Ulster	2193		
11/22/2020	Warren	352		
11/22/2020	Washington	472		
11/22/2020	Wayne	1295		
11/22/2020	Westchester	8343		
11/22/2020	Western New York	10872		
11/22/2020	Wyoming	422		
11/22/2020	Yates	293		
11/21/2020	Albany	3915		
11/21/2020	Allegany	505		
11/21/2020	Bronx	10351		
11/21/2020	Broome	2477		
11/21/2020	Capital Region	9127		
11/21/2020	Cattaraugus	481		
11/21/2020	Cayuga	239		
11/21/2020	Central New York	9738		
11/21/2020	Chautauqua	970		
11/21/2020	Chemung	868		
11/21/2020	Chenango	268		
11/21/2020	Clinton	463		
11/21/2020	Columbia	342		
11/21/2020	Cortland	590		
11/21/2020	Delaware	154		
11/21/2020	Dutchess	2110		
11/21/2020	Erie	7823		
11/21/2020	Essex	152		
11/21/2020	Finger Lakes	15668		
11/21/2020	Franklin	177		
11/21/2020	Fulton	228		
11/21/2020	Genesee	256		
11/21/2020	Greene	107		
11/21/2020	Hamilton	88		
11/21/2020	Herkimer	581		
11/21/2020	Jefferson	412		
11/21/2020	Kings	24041		
11/21/2020	Lewis	53		
11/21/2020	Livingston	1377		
11/21/2020	Long Island	27362		
11/21/2020	Madison	142		
11/21/2020	Mid-Hudson	19258		
11/21/2020	Mohawk Valley	3094		
11/21/2020	Monroe	11508		
11/21/2020	Montgomery	97		
11/21/2020	Nassau	13335		
11/21/2020	New York	25139		
11/21/2020	New York City	82218		
11/21/2020	Niagara	1633		
11/21/2020	North Country	2375		
11/21/2020	Oneida	1526		
11/21/2020	Onondaga	7766		
11/21/2020	Ontario	1699		
11/21/2020	Orange	2316		
11/21/2020	Orleans	119		
11/21/2020	Oswego	1001		
11/21/2020	Otsego	620		
11/21/2020	Putnam	141		
11/21/2020	Queens	16852		
11/21/2020	Rensselaer	2155		
11/21/2020	Richmond	5835		
11/21/2020	Rockland	2574		
11/21/2020	STATEWIDE	196608		
11/21/2020	Saratoga	1086		
11/21/2020	Schenectady	673		
11/21/2020	Schoharie	42		
11/21/2020	Schuyler	132		
11/21/2020	Seneca	72		
11/21/2020	Southern Tier	16356		
11/21/2020	St. Lawrence	1030		
11/21/2020	Steuben	679		
11/21/2020	Suffolk	14027		
11/21/2020	Sullivan	490		
11/21/2020	Tioga	249		
11/21/2020	Tompkins	11529		
11/21/2020	Ulster	1752		
11/21/2020	Warren	646		
11/21/2020	Washington	203		
11/21/2020	Wayne	371		
11/21/2020	Westchester	9875		
11/21/2020	Western New York	11412		
11/21/2020	Wyoming	128		
11/21/2020	Yates	138		
11/20/2020	Albany	2351		
11/20/2020	Allegany	1098		
11/20/2020	Bronx	10570		
11/20/2020	Broome	3228		
11/20/2020	Capital Region	12424		
11/20/2020	Cattaraugus	440		
11/20/2020	Cayuga	864		
11/20/2020	Central New York	9712		
11/20/2020	Chautauqua	608		
11/20/2020	Chemung	1633		
11/20/2020	Chenango	344		
11/20/2020	Clinton	539		
11/20/2020	Columbia	504		
11/20/2020	Cortland	792		
11/20/2020	Delaware	238		
11/20/2020	Dutchess	2466		
11/20/2020	Erie	7415		
11/20/2020	Essex	215		
11/20/2020	Finger Lakes	14080		
11/20/2020	Franklin	625		
11/20/2020	Fulton	550		
11/20/2020	Genesee	680		
11/20/2020	Greene	311		
11/20/2020	Hamilton	17		
11/20/2020	Herkimer	372		
11/20/2020	Jefferson	764		
11/20/2020	Kings	21922		
11/20/2020	Lewis	206		
11/20/2020	Livingston	1411		
11/20/2020	Long Island	30989		
11/20/2020	Madison	516		
11/20/2020	Mid-Hudson	23327		
11/20/2020	Mohawk Valley	5797		
11/20/2020	Monroe	8977		
11/20/2020	Montgomery	403		
11/20/2020	Nassau	13271		
11/20/2020	New York	18975		
11/20/2020	New York City	75485		
11/20/2020	Niagara	1608		
11/20/2020	North Country	3513		
11/20/2020	Oneida	3931		
11/20/2020	Onondaga	6670		
11/20/2020	Ontario	1052		
11/20/2020	Orange	2552		
11/20/2020	Orleans	233		
11/20/2020	Oswego	870		
11/20/2020	Otsego	415		
11/20/2020	Putnam	939		
11/20/2020	Queens	18628		
11/20/2020	Rensselaer	2894		
11/20/2020	Richmond	5390		
11/20/2020	Rockland	5044		
11/20/2020	STATEWIDE	207909		
11/20/2020	Saratoga	2778		
11/20/2020	Schenectady	2540		
11/20/2020	Schoharie	126		
11/20/2020	Schuyler	308		
11/20/2020	Seneca	385		
11/20/2020	Southern Tier	21413		
11/20/2020	St. Lawrence	1147		
11/20/2020	Steuben	1600		
11/20/2020	Suffolk	17718		
11/20/2020	Sullivan	418		
11/20/2020	Tioga	567		
11/20/2020	Tompkins	13495		
11/20/2020	Ulster	2320		
11/20/2020	Warren	561		
11/20/2020	Washington	485		
11/20/2020	Wayne	797		
11/20/2020	Westchester	9588		
11/20/2020	Western New York	11169		
11/20/2020	Wyoming	349		
11/20/2020	Yates	196		
11/19/2020	Albany	4662		
11/19/2020	Allegany	2048		
11/19/2020	Bronx	11946		
11/19/2020	Broome	1697		
11/19/2020	Capital Region	10789		
11/19/2020	Cattaraugus	408		
11/19/2020	Cayuga	222		
11/19/2020	Central New York	9076		
11/19/2020	Chautauqua	1291		
11/19/2020	Chemung	716		
11/19/2020	Chenango	187		
11/19/2020	Clinton	1301		
11/19/2020	Columbia	582		
11/19/2020	Cortland	460		
11/19/2020	Delaware	102		
11/19/2020	Dutchess	2283		
11/19/2020	Erie	14573		
11/19/2020	Essex	224		
11/19/2020	Finger Lakes	10832		
11/19/2020	Franklin	162		
11/19/2020	Fulton	336		
11/19/2020	Genesee	382		
11/19/2020	Greene	140		
11/19/2020	Hamilton	67		
11/19/2020	Herkimer	364		
11/19/2020	Jefferson	915		
11/19/2020	Kings	24164		
11/19/2020	Lewis	75		
11/19/2020	Livingston	1023		
11/19/2020	Long Island	27952		
11/19/2020	Madison	632		
11/19/2020	Mid-Hudson	20381		
11/19/2020	Mohawk Valley	3148		
11/19/2020	Monroe	8283		
11/19/2020	Montgomery	171		
11/19/2020	Nassau	13145		
11/19/2020	New York	20972		
11/19/2020	New York City	83661		
11/19/2020	Niagara	1986		
11/19/2020	North Country	4240		
11/19/2020	Oneida	2141		
11/19/2020	Onondaga	6733		
11/19/2020	Ontario	512		
11/19/2020	Orange	2354		
11/19/2020	Orleans	89		
11/19/2020	Oswego	1029		
11/19/2020	Otsego	112		
11/19/2020	Putnam	108		
11/19/2020	Queens	21159		
11/19/2020	Rensselaer	2513		
11/19/2020	Richmond	5420		
11/19/2020	Rockland	3795		
11/19/2020	STATEWIDE	205466		
11/19/2020	Saratoga	1378		
11/19/2020	Schenectady	1049		
11/19/2020	Schoharie	24		
11/19/2020	Schuyler	75		
11/19/2020	Seneca	96		
11/19/2020	Southern Tier	15081		
11/19/2020	St. Lawrence	1496		
11/19/2020	Steuben	526		
11/19/2020	Suffolk	14807		
11/19/2020	Sullivan	365		
11/19/2020	Tioga	230		
11/19/2020	Tompkins	11548		
11/19/2020	Ulster	1223		
11/19/2020	Warren	270		
11/19/2020	Washington	195		
11/19/2020	Wayne	236		
11/19/2020	Westchester	10253		
11/19/2020	Western New York	20306		
11/19/2020	Wyoming	122		
11/19/2020	Yates	89		
11/18/2020	Albany	2566		
11/18/2020	Allegany	1511		
11/18/2020	Bronx	11469		
11/18/2020	Broome	2157		
11/18/2020	Capital Region	9605		
11/18/2020	Cattaraugus	695		
11/18/2020	Cayuga	564		
11/18/2020	Central New York	8271		
11/18/2020	Chautauqua	769		
11/18/2020	Chemung	956		
11/18/2020	Chenango	344		
11/18/2020	Clinton	333		
11/18/2020	Columbia	609		
11/18/2020	Cortland	447		
11/18/2020	Delaware	418		
11/18/2020	Dutchess	1655		
11/18/2020	Erie	10099		
11/18/2020	Essex	264		
11/18/2020	Finger Lakes	13695		
11/18/2020	Franklin	295		
11/18/2020	Fulton	448		
11/18/2020	Genesee	471		
11/18/2020	Greene	288		
11/18/2020	Hamilton	76		
11/18/2020	Herkimer	439		
11/18/2020	Jefferson	549		
11/18/2020	Kings	22956		
11/18/2020	Lewis	129		
11/18/2020	Livingston	1293		
11/18/2020	Long Island	26154		
11/18/2020	Madison	592		
11/18/2020	Mid-Hudson	19732		
11/18/2020	Mohawk Valley	6519		
11/18/2020	Monroe	9079		
11/18/2020	Montgomery	312		
11/18/2020	Nassau	12509		
11/18/2020	New York	19969		
11/18/2020	New York City	77387		
