Test_Date	County	Total_Number_of_Tests_Performed		
11/18/2020	Niagara	2123		
11/18/2020	North Country	4512		
11/18/2020	Oneida	3537		
11/18/2020	Onondaga	5464		
11/18/2020	Ontario	1434		
11/18/2020	Orange	2403		
11/18/2020	Orleans	192		
11/18/2020	Oswego	1204		
11/18/2020	Otsego	1174		
11/18/2020	Putnam	801		
11/18/2020	Queens	18566		
11/18/2020	Rensselaer	1403		
11/18/2020	Richmond	4427		
11/18/2020	Rockland	3039		
11/18/2020	STATEWIDE	195239		
11/18/2020	Saratoga	1949		
11/18/2020	Schenectady	1817		
11/18/2020	Schoharie	609		
11/18/2020	Schuyler	193		
11/18/2020	Seneca	149		
11/18/2020	Southern Tier	14167		
11/18/2020	St. Lawrence	2866		
11/18/2020	Steuben	777		
11/18/2020	Suffolk	13645		
11/18/2020	Sullivan	394		
11/18/2020	Tioga	352		
11/18/2020	Tompkins	8970		
11/18/2020	Ulster	1669		
11/18/2020	Warren	572		
11/18/2020	Washington	401		
11/18/2020	Wayne	795		
11/18/2020	Westchester	9771		
11/18/2020	Western New York	15197		
11/18/2020	Wyoming	182		
11/18/2020	Yates	100		
11/17/2020	Albany	1628		
11/17/2020	Allegany	302		
11/17/2020	Bronx	7300		
11/17/2020	Broome	2432		
11/17/2020	Capital Region	5390		
11/17/2020	Cattaraugus	440		
11/17/2020	Cayuga	807		
11/17/2020	Central New York	8285		
11/17/2020	Chautauqua	1817		
11/17/2020	Chemung	846		
11/17/2020	Chenango	232		
11/17/2020	Clinton	247		
11/17/2020	Columbia	522		
11/17/2020	Cortland	527		
11/17/2020	Delaware	338		
11/17/2020	Dutchess	2094		
11/17/2020	Erie	9605		
11/17/2020	Essex	242		
11/17/2020	Finger Lakes	9345		
11/17/2020	Franklin	341		
11/17/2020	Fulton	323		
11/17/2020	Genesee	410		
11/17/2020	Greene	193		
11/17/2020	Hamilton	90		
11/17/2020	Herkimer	401		
11/17/2020	Jefferson	435		
11/17/2020	Kings	17351		
11/17/2020	Lewis	264		
11/17/2020	Livingston	666		
11/17/2020	Long Island	23280		
11/17/2020	Madison	745		
11/17/2020	Mid-Hudson	16574		
11/17/2020	Mohawk Valley	5323		
11/17/2020	Monroe	6461		
11/17/2020	Montgomery	316		
11/17/2020	Nassau	11920		
11/17/2020	New York	14303		
11/17/2020	New York City	58371		
11/17/2020	Niagara	1379		
11/17/2020	North Country	2630		
11/17/2020	Oneida	2858		
11/17/2020	Onondaga	5561		
11/17/2020	Ontario	652		
11/17/2020	Orange	2464		
11/17/2020	Orleans	136		
11/17/2020	Oswego	645		
11/17/2020	Otsego	823		
11/17/2020	Putnam	472		
11/17/2020	Queens	14949		
11/17/2020	Rensselaer	735		
11/17/2020	Richmond	4468		
11/17/2020	Rockland	2800		
11/17/2020	STATEWIDE	154434		
11/17/2020	Saratoga	976		
11/17/2020	Schenectady	647		
11/17/2020	Schoharie	602		
11/17/2020	Schuyler	127		
11/17/2020	Seneca	133		
11/17/2020	Southern Tier	11693		
11/17/2020	St. Lawrence	1011		
11/17/2020	Steuben	878		
11/17/2020	Suffolk	11360		
11/17/2020	Sullivan	397		
11/17/2020	Tioga	249		
11/17/2020	Tompkins	6591		
11/17/2020	Ulster	1015		
11/17/2020	Warren	353		
11/17/2020	Washington	336		
11/17/2020	Wayne	575		
11/17/2020	Westchester	7332		
11/17/2020	Western New York	13543		
11/17/2020	Wyoming	225		
11/17/2020	Yates	87		
11/16/2020	Albany	1773		
11/16/2020	Allegany	196		
11/16/2020	Bronx	9704		
11/16/2020	Broome	1302		
11/16/2020	Capital Region	7660		
11/16/2020	Cattaraugus	313		
11/16/2020	Cayuga	745		
11/16/2020	Central New York	5515		
11/16/2020	Chautauqua	709		
11/16/2020	Chemung	427		
11/16/2020	Chenango	181		
11/16/2020	Clinton	242		
11/16/2020	Columbia	355		
11/16/2020	Cortland	330		
11/16/2020	Delaware	166		
11/16/2020	Dutchess	2479		
11/16/2020	Erie	5246		
11/16/2020	Essex	267		
11/16/2020	Finger Lakes	8544		
11/16/2020	Franklin	239		
11/16/2020	Fulton	261		
11/16/2020	Genesee	430		
11/16/2020	Greene	245		
11/16/2020	Hamilton	20		
11/16/2020	Herkimer	284		
11/16/2020	Jefferson	668		
11/16/2020	Kings	17493		
11/16/2020	Lewis	284		
11/16/2020	Livingston	380		
11/16/2020	Long Island	23304		
11/16/2020	Madison	304		
11/16/2020	Mid-Hudson	19133		
11/16/2020	Mohawk Valley	2866		
11/16/2020	Monroe	5734		
11/16/2020	Montgomery	379		
11/16/2020	Nassau	11575		
11/16/2020	New York	15763		
11/16/2020	New York City	66042		
11/16/2020	Niagara	963		
11/16/2020	North Country	2518		
11/16/2020	Oneida	1203		
11/16/2020	Onondaga	3492		
11/16/2020	Ontario	604		
11/16/2020	Orange	2148		
11/16/2020	Orleans	197		
11/16/2020	Oswego	644		
11/16/2020	Otsego	635		
11/16/2020	Putnam	913		
11/16/2020	Queens	17353		
11/16/2020	Rensselaer	938		
11/16/2020	Richmond	5729		
11/16/2020	Rockland	2800		
11/16/2020	STATEWIDE	159852		
11/16/2020	Saratoga	2624		
11/16/2020	Schenectady	875		
11/16/2020	Schoharie	104		
11/16/2020	Schuyler	87		
11/16/2020	Seneca	318		
11/16/2020	Southern Tier	16843		
11/16/2020	St. Lawrence	798		
11/16/2020	Steuben	572		
11/16/2020	Suffolk	11729		
11/16/2020	Sullivan	391		
11/16/2020	Tioga	204		
11/16/2020	Tompkins	13904		
11/16/2020	Ulster	1449		
11/16/2020	Warren	482		
11/16/2020	Washington	368		
11/16/2020	Wayne	522		
11/16/2020	Westchester	8953		
11/16/2020	Western New York	7427		
11/16/2020	Wyoming	210		
11/16/2020	Yates	149		
11/15/2020	Albany	1955		
11/15/2020	Allegany	125		
11/15/2020	Bronx	7790		
11/15/2020	Broome	1030		
11/15/2020	Capital Region	4211		
11/15/2020	Cattaraugus	307		
11/15/2020	Cayuga	272		
11/15/2020	Central New York	5162		
11/15/2020	Chautauqua	515		
11/15/2020	Chemung	856		
11/15/2020	Chenango	167		
11/15/2020	Clinton	921		
11/15/2020	Columbia	206		
11/15/2020	Cortland	345		
11/15/2020	Delaware	118		
11/15/2020	Dutchess	3281		
11/15/2020	Erie	4561		
11/15/2020	Essex	154		
11/15/2020	Finger Lakes	7273		
11/15/2020	Franklin	104		
11/15/2020	Fulton	151		
11/15/2020	Genesee	283		
11/15/2020	Greene	147		
11/15/2020	Hamilton	9		
11/15/2020	Herkimer	468		
11/15/2020	Jefferson	133		
11/15/2020	Kings	16712		
11/15/2020	Lewis	77		
11/15/2020	Livingston	233		
11/15/2020	Long Island	18056		
11/15/2020	Madison	146		
11/15/2020	Mid-Hudson	14742		
11/15/2020	Mohawk Valley	3760		
11/15/2020	Monroe	5488		
11/15/2020	Montgomery	270		
11/15/2020	Nassau	8711		
11/15/2020	New York	15673		
11/15/2020	New York City	56374		
11/15/2020	Niagara	1000		
11/15/2020	North Country	1549		
11/15/2020	Oneida	2521		
11/15/2020	Onondaga	3783		
11/15/2020	Ontario	451		
11/15/2020	Orange	1754		
11/15/2020	Orleans	141		
11/15/2020	Oswego	616		
11/15/2020	Otsego	294		
11/15/2020	Putnam	524		
11/15/2020	Queens	12697		
11/15/2020	Rensselaer	410		
11/15/2020	Richmond	3502		
11/15/2020	Rockland	1723		
11/15/2020	STATEWIDE	124565		
11/15/2020	Saratoga	748		
11/15/2020	Schenectady	514		
11/15/2020	Schoharie	56		
11/15/2020	Schuyler	162		
11/15/2020	Seneca	80		
11/15/2020	Southern Tier	6930		
11/15/2020	St. Lawrence	151		
11/15/2020	Steuben	472		
11/15/2020	Suffolk	9345		
11/15/2020	Sullivan	160		
11/15/2020	Tioga	272		
11/15/2020	Tompkins	3853		
11/15/2020	Ulster	1133		
11/15/2020	Warren	121		
11/15/2020	Washington	110		
11/15/2020	Wayne	386		
11/15/2020	Westchester	6167		
11/15/2020	Western New York	6508		
11/15/2020	Wyoming	121		
11/15/2020	Yates	90		
11/14/2020	Albany	1000		
11/14/2020	Allegany	97		
11/14/2020	Bronx	8575		
11/14/2020	Broome	988		
11/14/2020	Capital Region	3347		
11/14/2020	Cattaraugus	240		
11/14/2020	Cayuga	293		
11/14/2020	Central New York	3316		
11/14/2020	Chautauqua	300		
11/14/2020	Chemung	903		
11/14/2020	Chenango	145		
11/14/2020	Clinton	127		
11/14/2020	Columbia	206		
11/14/2020	Cortland	419		
11/14/2020	Delaware	136		
11/14/2020	Dutchess	1598		
11/14/2020	Erie	4435		
11/14/2020	Essex	98		
11/14/2020	Finger Lakes	4190		
11/14/2020	Franklin	250		
11/14/2020	Fulton	182		
11/14/2020	Genesee	108		
11/14/2020	Greene	93		
11/14/2020	Hamilton	15		
11/14/2020	Herkimer	295		
11/14/2020	Jefferson	267		
11/14/2020	Kings	19932		
11/14/2020	Lewis	91		
11/14/2020	Livingston	187		
11/14/2020	Long Island	25713		
11/14/2020	Madison	194		
11/14/2020	Mid-Hudson	15648		
11/14/2020	Mohawk Valley	2812		
11/14/2020	Monroe	2650		
11/14/2020	Montgomery	183		
11/14/2020	Nassau	13152		
11/14/2020	New York	16883		
11/14/2020	New York City	65235		
11/14/2020	Niagara	841		
11/14/2020	North Country	1952		
11/14/2020	Oneida	1894		
11/14/2020	Onondaga	2102		
11/14/2020	Ontario	446		
11/14/2020	Orange	1531		
11/14/2020	Orleans	64		
11/14/2020	Oswego	308		
11/14/2020	Otsego	193		
11/14/2020	Putnam	634		
11/14/2020	Queens	15490		
11/14/2020	Rensselaer	496		
11/14/2020	Richmond	4355		
11/14/2020	Rockland	3911		
11/14/2020	STATEWIDE	133202		
11/14/2020	Saratoga	729		
11/14/2020	Schenectady	447		
11/14/2020	Schoharie	65		
11/14/2020	Schuyler	72		
11/14/2020	Seneca	223		
11/14/2020	Southern Tier	5076		
11/14/2020	St. Lawrence	1104		
11/14/2020	Steuben	684		
11/14/2020	Suffolk	12561		
11/14/2020	Sullivan	267		
11/14/2020	Tioga	253		
11/14/2020	Tompkins	1895		
11/14/2020	Ulster	724		
11/14/2020	Warren	207		
11/14/2020	Washington	169		
11/14/2020	Wayne	335		
11/14/2020	Westchester	6983		
11/14/2020	Western New York	5913		
11/14/2020	Wyoming	92		
11/14/2020	Yates	85		
11/13/2020	Albany	3012		
11/13/2020	Allegany	272		
11/13/2020	Bronx	10066		
11/13/2020	Broome	2125		
11/13/2020	Capital Region	9833		
11/13/2020	Cattaraugus	391		
11/13/2020	Cayuga	987		
11/13/2020	Central New York	8399		
11/13/2020	Chautauqua	2006		
11/13/2020	Chemung	979		
11/13/2020	Chenango	302		
11/13/2020	Clinton	243		
11/13/2020	Columbia	277		
11/13/2020	Cortland	392		
11/13/2020	Delaware	139		
11/13/2020	Dutchess	2344		
11/13/2020	Erie	8737		
11/13/2020	Essex	194		
11/13/2020	Finger Lakes	9250		
11/13/2020	Franklin	525		
11/13/2020	Fulton	309		
11/13/2020	Genesee	638		
11/13/2020	Greene	226		
11/13/2020	Hamilton	67		
11/13/2020	Herkimer	401		
11/13/2020	Jefferson	313		
11/13/2020	Kings	21871		
11/13/2020	Lewis	119		
11/13/2020	Livingston	458		
11/13/2020	Long Island	25873		
11/13/2020	Madison	517		
11/13/2020	Mid-Hudson	22380		
11/13/2020	Mohawk Valley	3096		
11/13/2020	Monroe	6077		
11/13/2020	Montgomery	207		
11/13/2020	Nassau	13724		
11/13/2020	New York	18804		
11/13/2020	New York City	72792		
11/13/2020	Niagara	1293		
11/13/2020	North Country	2623		
11/13/2020	Oneida	1941		
11/13/2020	Onondaga	5366		
11/13/2020	Ontario	603		
11/13/2020	Orange	3036		
11/13/2020	Orleans	242		
11/13/2020	Oswego	1137		
11/13/2020	Otsego	158		
11/13/2020	Putnam	669		
11/13/2020	Queens	16970		
11/13/2020	Rensselaer	2508		
11/13/2020	Richmond	5081		
11/13/2020	Rockland	4635		
11/13/2020	STATEWIDE	184162		
11/13/2020	Saratoga	1065		
11/13/2020	Schenectady	1969		
11/13/2020	Schoharie	80		
11/13/2020	Schuyler	143		
11/13/2020	Seneca	300		
11/13/2020	Southern Tier	17217		
11/13/2020	St. Lawrence	1162		
11/13/2020	Steuben	823		
11/13/2020	Suffolk	12149		
11/13/2020	Sullivan	449		
11/13/2020	Tioga	337		
11/13/2020	Tompkins	12369		
11/13/2020	Ulster	1752		
11/13/2020	Warren	521		
11/13/2020	Washington	255		
11/13/2020	Wayne	501		
11/13/2020	Westchester	9495		
11/13/2020	Western New York	12699		
11/13/2020	Wyoming	330		
11/13/2020	Yates	101		
11/12/2020	Albany	3923		
11/12/2020	Allegany	432		
11/12/2020	Bronx	9635		
11/12/2020	Broome	3055		
11/12/2020	Capital Region	9886		
11/12/2020	Cattaraugus	467		
11/12/2020	Cayuga	731		
11/12/2020	Central New York	11563		
11/12/2020	Chautauqua	3147		
11/12/2020	Chemung	1242		
11/12/2020	Chenango	327		
11/12/2020	Clinton	830		
11/12/2020	Columbia	443		
11/12/2020	Cortland	504		
11/12/2020	Delaware	130		
11/12/2020	Dutchess	3122		
11/12/2020	Erie	10222		
11/12/2020	Essex	294		
11/12/2020	Finger Lakes	9387		
11/12/2020	Franklin	395		
11/12/2020	Fulton	648		
11/12/2020	Genesee	489		
11/12/2020	Greene	324		
11/12/2020	Hamilton	42		
11/12/2020	Herkimer	427		
11/12/2020	Jefferson	521		
11/12/2020	Kings	21782		
11/12/2020	Lewis	69		
11/12/2020	Livingston	613		
11/12/2020	Long Island	24256		
11/12/2020	Madison	569		
11/12/2020	Mid-Hudson	21528		
11/12/2020	Mohawk Valley	5861		
11/12/2020	Monroe	6141		
11/12/2020	Montgomery	225		
11/12/2020	Nassau	12488		
11/12/2020	New York	20508		
11/12/2020	New York City	74221		
11/12/2020	Niagara	1486		
11/12/2020	North Country	4990		
11/12/2020	Oneida	4349		
11/12/2020	Onondaga	8886		
11/12/2020	Ontario	747		
11/12/2020	Orange	2746		
11/12/2020	Orleans	238		
11/12/2020	Oswego	873		
11/12/2020	Otsego	116		
11/12/2020	Putnam	589		
11/12/2020	Queens	17329		
11/12/2020	Rensselaer	1605		
11/12/2020	Richmond	4967		
11/12/2020	Rockland	4310		
11/12/2020	STATEWIDE	203721		
11/12/2020	Saratoga	1258		
11/12/2020	Schenectady	1583		
11/12/2020	Schoharie	96		
11/12/2020	Schuyler	188		
11/12/2020	Seneca	107		
11/12/2020	Southern Tier	26275		
11/12/2020	St. Lawrence	2839		
11/12/2020	Steuben	1220		
11/12/2020	Suffolk	11768		
11/12/2020	Sullivan	457		
11/12/2020	Tioga	457		
11/12/2020	Tompkins	19656		
11/12/2020	Ulster	1167		
11/12/2020	Warren	440		
11/12/2020	Washington	310		
11/12/2020	Wayne	549		
11/12/2020	Westchester	9137		
11/12/2020	Western New York	15754		
11/12/2020	Wyoming	365		
11/12/2020	Yates	138		
11/11/2020	Albany	2714		
11/11/2020	Allegany	715		
11/11/2020	Bronx	10011		
11/11/2020	Broome	1841		
11/11/2020	Capital Region	8848		
11/11/2020	Cattaraugus	518		
11/11/2020	Cayuga	522		
11/11/2020	Central New York	6500		
11/11/2020	Chautauqua	1245		
11/11/2020	Chemung	927		
11/11/2020	Chenango	287		
11/11/2020	Clinton	1683		
11/11/2020	Columbia	434		
11/11/2020	Cortland	430		
11/11/2020	Delaware	195		
11/11/2020	Dutchess	2240		
11/11/2020	Erie	7940		
11/11/2020	Essex	115		
11/11/2020	Finger Lakes	7278		
11/11/2020	Franklin	316		
11/11/2020	Fulton	220		
11/11/2020	Genesee	317		
11/11/2020	Greene	303		
11/11/2020	Hamilton	29		
11/11/2020	Herkimer	392		
11/11/2020	Jefferson	519		
11/11/2020	Kings	19871		
11/11/2020	Lewis	165		
11/11/2020	Livingston	242		
11/11/2020	Long Island	21028		
11/11/2020	Madison	1399		
11/11/2020	Mid-Hudson	19330		
11/11/2020	Mohawk Valley	3856		
11/11/2020	Monroe	4509		
11/11/2020	Montgomery	297		
11/11/2020	Nassau	10104		
11/11/2020	New York	17687		
11/11/2020	New York City	68146		
11/11/2020	Niagara	1437		
11/11/2020	North Country	3975		
11/11/2020	Oneida	2533		
11/11/2020	Onondaga	3388		
11/11/2020	Ontario	759		
11/11/2020	Orange	2401		
11/11/2020	Orleans	133		
11/11/2020	Oswego	761		
11/11/2020	Otsego	291		
11/11/2020	Putnam	701		
11/11/2020	Queens	16285		
11/11/2020	Rensselaer	1307		
11/11/2020	Richmond	4292		
11/11/2020	Rockland	4093		
11/11/2020	STATEWIDE	162627		
11/11/2020	Saratoga	1495		
11/11/2020	Schenectady	1813		
11/11/2020	Schoharie	123		
11/11/2020	Schuyler	127		
11/11/2020	Seneca	310		
11/11/2020	Southern Tier	11811		
11/11/2020	St. Lawrence	1148		
11/11/2020	Steuben	1314		
11/11/2020	Suffolk	10924		
11/11/2020	Sullivan	541		
11/11/2020	Tioga	341		
11/11/2020	Tompkins	6779		
11/11/2020	Ulster	1191		
11/11/2020	Warren	279		
11/11/2020	Washington	503		
11/11/2020	Wayne	758		
11/11/2020	Westchester	8163		
11/11/2020	Western New York	11855		
11/11/2020	Wyoming	178		
11/11/2020	Yates	72		
11/10/2020	Albany	4990		
11/10/2020	Allegany	799		
11/10/2020	Bronx	8467		
11/10/2020	Broome	2119		
11/10/2020	Capital Region	11538		
11/10/2020	Cattaraugus	572		
11/10/2020	Cayuga	509		
11/10/2020	Central New York	7841		
11/10/2020	Chautauqua	1816		
11/10/2020	Chemung	972		
11/10/2020	Chenango	316		
11/10/2020	Clinton	211		
11/10/2020	Columbia	454		
11/10/2020	Cortland	774		
11/10/2020	Delaware	1305		
11/10/2020	Dutchess	2150		
11/10/2020	Erie	7615		
11/10/2020	Essex	308		
11/10/2020	Finger Lakes	7916		
11/10/2020	Franklin	140		
11/10/2020	Fulton	98		
11/10/2020	Genesee	285		
11/10/2020	Greene	208		
11/10/2020	Hamilton	18		
11/10/2020	Herkimer	439		
11/10/2020	Jefferson	310		
11/10/2020	Kings	17933		
11/10/2020	Lewis	88		
11/10/2020	Livingston	693		
11/10/2020	Long Island	24693		
11/10/2020	Madison	798		
11/10/2020	Mid-Hudson	17982		
11/10/2020	Mohawk Valley	5837		
11/10/2020	Monroe	5036		
11/10/2020	Montgomery	124		
11/10/2020	Nassau	12531		
11/10/2020	New York	14826		
11/10/2020	New York City	61053		
11/10/2020	Niagara	945		
11/10/2020	North Country	2430		
11/10/2020	Oneida	3202		
11/10/2020	Onondaga	5017		
11/10/2020	Ontario	858		
11/10/2020	Orange	2695		
11/10/2020	Orleans	214		
11/10/2020	Oswego	743		
11/10/2020	Otsego	943		
11/10/2020	Putnam	481		
11/10/2020	Queens	15355		
11/10/2020	Rensselaer	2134		
11/10/2020	Richmond	4472		
11/10/2020	Rockland	3903		
11/10/2020	STATEWIDE	164300		
11/10/2020	Saratoga	1390		
11/10/2020	Schenectady	1069		
11/10/2020	Schoharie	1031		
11/10/2020	Schuyler	179		
11/10/2020	Seneca	93		
11/10/2020	Southern Tier	13263		
11/10/2020	St. Lawrence	1355		
11/10/2020	Steuben	1183		
11/10/2020	Suffolk	12162		
11/10/2020	Sullivan	403		
11/10/2020	Tioga	300		
11/10/2020	Tompkins	6889		
11/10/2020	Ulster	1192		
11/10/2020	Warren	484		
11/10/2020	Washington	809		
11/10/2020	Wayne	468		
11/10/2020	Westchester	7158		
11/10/2020	Western New York	11747		
11/10/2020	Wyoming	218		
11/10/2020	Yates	51		
11/9/2020	Albany	1767		
11/9/2020	Allegany	263		
11/9/2020	Bronx	7110		
11/9/2020	Broome	1253		
11/9/2020	Capital Region	6055		
11/9/2020	Cattaraugus	399		
11/9/2020	Cayuga	470		
11/9/2020	Central New York	5391		
11/9/2020	Chautauqua	574		
11/9/2020	Chemung	591		
11/9/2020	Chenango	245		
11/9/2020	Clinton	336		
11/9/2020	Columbia	520		
11/9/2020	Cortland	280		
11/9/2020	Delaware	394		
11/9/2020	Dutchess	1551		
11/9/2020	Erie	6103		
11/9/2020	Essex	178		
11/9/2020	Finger Lakes	9960		
11/9/2020	Franklin	249		
11/9/2020	Fulton	157		
11/9/2020	Genesee	422		
11/9/2020	Greene	267		
11/9/2020	Hamilton	16		
11/9/2020	Herkimer	469		
11/9/2020	Jefferson	246		
11/9/2020	Kings	17228		
11/9/2020	Lewis	139		
11/9/2020	Livingston	724		
11/9/2020	Long Island	16077		
11/9/2020	Madison	334		
11/9/2020	Mid-Hudson	16103		
11/9/2020	Mohawk Valley	3728		
11/9/2020	Monroe	6957		
11/9/2020	Montgomery	97		
11/9/2020	Nassau	8264		
11/9/2020	New York	11968		
11/9/2020	New York City	49942		
11/9/2020	Niagara	1523		
11/9/2020	North Country	1467		
11/9/2020	Oneida	1404		
11/9/2020	Onondaga	3815		
11/9/2020	Ontario	704		
11/9/2020	Orange	3701		
11/9/2020	Orleans	181		
11/9/2020	Oswego	492		
11/9/2020	Otsego	805		
11/9/2020	Putnam	507		
11/9/2020	Queens	10461		
11/9/2020	Rensselaer	585		
11/9/2020	Richmond	3175		
11/9/2020	Rockland	3251		
11/9/2020	STATEWIDE	128036		
11/9/2020	Saratoga	1463		
11/9/2020	Schenectady	520		
11/9/2020	Schoharie	796		
11/9/2020	Schuyler	104		
11/9/2020	Seneca	181		
11/9/2020	Southern Tier	10451		
11/9/2020	St. Lawrence	303		
11/9/2020	Steuben	757		
11/9/2020	Suffolk	7813		
11/9/2020	Sullivan	435		
11/9/2020	Tioga	245		
11/9/2020	Tompkins	6862		
11/9/2020	Ulster	1130		
11/9/2020	Warren	392		
11/9/2020	Washington	541		
11/9/2020	Wayne	513		
11/9/2020	Westchester	5528		
11/9/2020	Western New York	8862		
11/9/2020	Wyoming	198		
11/9/2020	Yates	80		
11/8/2020	Albany	976		
11/8/2020	Allegany	59		
11/8/2020	Bronx	6413		
11/8/2020	Broome	863		
11/8/2020	Capital Region	5503		
11/8/2020	Cattaraugus	277		
11/8/2020	Cayuga	496		
11/8/2020	Central New York	4498		
11/8/2020	Chautauqua	261		
11/8/2020	Chemung	501		
11/8/2020	Chenango	159		
11/8/2020	Clinton	313		
11/8/2020	Columbia	403		
11/8/2020	Cortland	450		
11/8/2020	Delaware	189		
11/8/2020	Dutchess	1529		
11/8/2020	Erie	3792		
11/8/2020	Essex	221		
11/8/2020	Finger Lakes	4083		
11/8/2020	Franklin	284		
11/8/2020	Fulton	185		
11/8/2020	Genesee	232		
11/8/2020	Greene	73		
11/8/2020	Hamilton	18		
11/8/2020	Herkimer	245		
11/8/2020	Jefferson	190		
11/8/2020	Kings	13287		
11/8/2020	Lewis	192		
11/8/2020	Livingston	109		
11/8/2020	Long Island	16027		
11/8/2020	Madison	209		
11/8/2020	Mid-Hudson	15118		
11/8/2020	Mohawk Valley	2626		
11/8/2020	Monroe	2764		
11/8/2020	Montgomery	258		
11/8/2020	Nassau	7560		
11/8/2020	New York	11886		
11/8/2020	New York City	45857		
11/8/2020	Niagara	813		
11/8/2020	North Country	1579		
11/8/2020	Oneida	1691		
11/8/2020	Onondaga	2069		
11/8/2020	Ontario	255		
11/8/2020	Orange	2728		
11/8/2020	Orleans	63		
11/8/2020	Oswego	1274		
11/8/2020	Otsego	188		
11/8/2020	Putnam	665		
11/8/2020	Queens	10970		
11/8/2020	Rensselaer	2238		
11/8/2020	Richmond	3301		
11/8/2020	Rockland	2084		
11/8/2020	STATEWIDE	111416		
11/8/2020	Saratoga	1032		
